DMU,Year,Ticker,Firm,Sector,Current Ratio (C/R),Asset Turnover (A/T),Debt to Asset (D/A),Return (R),Risk (σ),Cluster,Efficiency Score (E)
2550,2023,RGTI,Rigetti Computing Inc,45,5.822146183,0.081835905,0.288777642,0.302340628,0.088036314,1,0.2403937242874909
2553,2023,RIOT,Riot Platforms Inc,45,4.762374853,0.194639038,0.103888075,1.523989971,0.062764137,1,0.9460421610053641
2554,2023,RIVN,Rivian Automotive Inc,25,5.362006047,0.216888889,0.300258065,0.302280824,0.047108483,1,0.49180973333349054
2557,2023,RLAY,Relay Therapeutics Inc,35,14.4017154,0.001310114,0.145816121,-0.311909344,0.04969182,1,0.3147072879490374
2564,2023,RNA,Avidity Biosciences Inc,35,12.22002238,0.01663874,0.091552056,-0.805390015,0.044727511,1,0.466424377187754
2571,2023,RPID,Rapid Micro Biosystems Inc,35,8.216263169,0.121806115,0.134826084,-0.499955962,0.042357023,1,0.32341611177593654
2577,2023,RUM,Rumble Inc,50,10.73991403,0.227966514,0.129669773,-0.335517363,0.041363959,1,0.23820062901582512
2580,2023,RVMD,Revolution Medicines Inc,35,11.88176747,0.026545483,0.136293122,0.222882057,0.047086089,1,0.3300748892681066
2581,2023,RXRX,Recursion Pharmaceauticals Inc,35,4.752856487,0.072135247,0.305869214,0.266938545,0.06366026,1,0.39797804703347556
2582,2023,RXST,RxSight Inc,35,9.917376516,0.419754812,0.241473431,1.148966188,0.030771851,1,1.0
2584,2023,RYTM,Rhythm Pharmaceuticals Inc,35,7.057983909,0.178076436,0.37959967,0.473184716,0.039124644,1,0.6236643888955481
2587,2023,SAGE,Sage Therapeutics Inc,35,10.96696652,0.009848373,0.091628362,-0.542259907,0.058868681,1,0.38677531810909666
2599,2023,SCPH,scPharmaceuticals Inc,35,14.29232978,0.063555712,0.447240366,-0.054319001,0.041419578,1,0.34526404065700034
2602,2023,SCWO,374Water Inc,20,15.43818753,0.27012987,0.059973924,-0.714053928,0.055599798,1,0.16086666241982947
2608,2023,SEER,Seer Inc,35,28.17758873,0.03605812,0.087307769,-1.103753642,0.057610253,1,0.2592719168076112
2610,2023,SERA,Sera Prognostics Inc,35,4.805120387,0.003229943,0.154095176,1.518393478,0.087261217,1,0.6959977319761529
2616,2023,SGLY,Singularity Future Technology Ltd,20,2.899996748,0.180100863,0.396753996,0.30010461,0.05365644,1,0.7202779683630731
2619,2023,SGMT,Sagimet Biosciences Inc,35,8.803463783,0.04331184,0.113883069,-1.079362988,0.0734416,1,0.2018140830749538
2628,2023,SIBN,SI-BONE Inc,35,9.147850889,0.684427308,0.29567462,0.454779481,0.029845763,1,0.6220868931348149
2630,2023,SIGA,SIGA Technologies Inc,35,7.116942315,0.203523569,0.15117891,-0.148223118,0.030144618,1,0.525067736646057
2631,2023,SILO,Silo Pharma Inc,35,14.02965959,0.006873508,0.150883055,-0.757034387,0.043655474,1,0.36527352517829254
2635,2023,SITM,SiTime Corp,45,22.07590565,0.217279244,0.049991389,0.223082152,0.034993634,1,0.5378466009241858
2641,2023,SLDP,Solid Power Inc,25,17.55043104,0.03395147,0.056174339,-0.491326318,0.049600208,1,0.36974711057668447
2645,2023,SLP,Simulations Plus Inc,35,10.87611579,0.318182668,0.086361707,0.189891218,0.023295472,1,0.7137373036593664
2648,2023,SMLR,Semler Scientific Inc,35,6.66847684,0.929940421,0.121387504,0.335704889,0.046410555,1,0.44011608833392696
2672,2023,SPRB,Spruce Biosciences Inc,35,5.537747074,0.062125169,0.227047566,0.935240524,0.059807027,1,0.698389482641606
2674,2023,SPRY,ARS Pharmaceuticals Inc,35,28.60526892,0.000113214,0.037792884,-0.429504733,0.075224484,1,1.0
2681,2023,SRTS,Sensus Healthcare Inc,35,8.052044304,0.469063828,0.13026103,-1.094366069,0.055951034,1,0.1677234807443128
2682,2023,SRZN,Surrozen Inc,35,8.297709176,0.177552405,0.149072999,0.110693826,0.06903611,1,0.1872946295665986
2687,2023,STAA,STAAR Surgical Co,35,6.196316532,0.712330933,0.19620384,-0.495977091,0.03427504,1,0.4173386552699032
2692,2023,STOK,Stoke Therapeutics Inc,35,9.008421321,0.035744696,0.263664489,-0.547043855,0.051412136,1,0.27880617203266633
2696,2023,STRO,Sutro Biopharma Inc,35,5.437221664,0.117097268,0.597059569,-0.625651755,0.042600215,1,0.39743260746747605
2699,2023,STTK,Shattuck Labs Inc,35,8.700354271,0.007973346,0.125127107,1.048020519,0.078531615,1,0.5168321191749513
2711,2023,SYRS,Syros Pharmaceuticals Inc,35,5.942330195,0.045189613,0.558134875,0.788714139,0.055242938,1,0.6914783565660564
2713,2023,TAIT,Taitron Components Inc,45,11.30031376,0.389683523,0.062816759,0.064034938,0.015817658,1,1.0
2715,2023,TARS,Tarsus Pharmaceuticals Inc,35,13.14543165,0.0641322,0.188142616,0.339538656,0.041966611,1,0.3814939532251429
2720,2023,TCRX,TScan Therapeutics Inc,35,6.874243382,0.069045944,0.45256226,1.226523594,0.082541804,1,0.525662485942069
2736,2023,TKNO,Alpha Teknova Inc,35,3.62636235,0.26024122,0.330340384,-0.409923405,0.057641028,1,0.3874561092134412
2738,2023,TLRY,Tilray Brands Inc,35,1.701367845,0.140941696,0.212199191,-0.178691809,0.050810091,1,1.0
2739,2023,TLS,Telos Corp,45,4.007102759,0.689649371,0.234004095,-0.352006514,0.058445076,1,0.3566176033926944
2740,2023,TMCI,Treace Medical Concepts Inc,35,6.355312422,0.77789171,0.436688165,-0.563083132,0.048696626,1,0.2621719922646527
2741,2023,TMDX,TransMedics Group Inc,35,12.84275263,0.394736138,0.664746221,0.323582144,0.044514938,1,0.27353710686920385
2744,2023,TNGX,Tango Therapeutics Inc,35,6.834407997,0.091049667,0.413579648,0.303291453,0.069457168,1,0.2809860354139991
2747,2023,TOMZ,TOMI Environmental Solutions Inc,20,4.101748494,0.63084479,0.237151047,0.6077873,0.056406035,1,0.6313901654743516
2750,2023,TRDA,Entrada Therapeutics Inc,35,3.07469752,0.204296041,0.475146208,0.115796979,0.064354649,1,0.4801611996197348
2761,2023,TTGT,TechTarget Inc,50,8.668455689,0.335465038,0.713693998,-0.243924425,0.027359915,1,0.39843464260471545
2769,2023,TWST,Twist Bioscience Corp,35,5.786124408,0.282094234,0.197025256,0.437021331,0.048530729,1,0.5184428320167497
2780,2023,UG,United-Guardian Inc.,30,7.223112128,0.947115591,0.13306884,-0.37780654,0.031170112,1,0.4110669614912347
2793,2023,USLM,United States Lime & Minerals Inc,15,13.41192625,0.692641459,0.118898646,0.523691019,0.019337649,1,1.0
2794,2023,UTHR,United Therapeutics Corp,35,7.432162496,0.337883305,0.193612667,-0.217515878,0.016022709,1,1.0
2795,2023,UTMD,Utah Medical Products Inc,35,18.06064154,0.40100358,0.069399371,-0.135782522,0.019001745,1,0.650205373009287
2798,2023,VCYT,Veracyte Inc,35,4.404712458,0.298416514,0.066606256,0.194389748,0.032868436,1,0.922368062792784
2800,2023,VEEE,Twin Vee PowerCats Co,25,7.1558085,0.81827549,0.169032524,-0.211811955,0.039064876,1,0.3148462185775503
2805,2023,VERV,Verve Therapeutics Inc,35,15.06222248,0.012128166,0.210381383,-0.304399527,0.060087821,1,0.2386972591197104
2808,2023,VICR,Vicor Corp,20,7.016844409,0.750959589,0.112829926,-0.188090438,0.050415027,1,0.248348466187945
2809,2023,VIR,Vir Biotechnology Inc,35,6.195588288,0.048705758,0.227814201,-0.907103491,0.046633463,1,0.36028624449031355
2816,2023,VNDA,Vanda Pharmaceuticals Inc,35,5.939269409,0.330750262,0.162420094,-0.564343989,0.029848028,1,0.536632697326438
2818,2023,VRCA,Verrica Pharmaceuticals Inc,35,10.80337829,0.046995149,0.257149562,0.932820019,0.057515603,1,0.5605869155149431
2819,2023,VRDN,Viridian Therapeutics Inc,35,12.92173527,0.000924128,0.104471033,-0.268911938,0.037121266,1,0.6807977920166188
2833,2023,VUZI,Vuzix Corp,45,7.456408467,0.119741732,0.087944984,-0.543769794,0.049066696,1,0.3226633201521115
2835,2023,VXRT,Vaxart Inc,35,5.167934644,0.032469194,0.302834218,-0.500243524,0.050896471,1,0.39330590081211336
2837,2023,VYNE,VYNE Therapeutics Inc,35,3.764846566,0.011775762,0.279641072,-0.056729202,0.083747228,1,0.28571264551229647
2852,2023,WKSP,Worksport Ltd,25,2.654235537,0.025508421,0.287930673,0.429235322,0.052253031,1,0.8961775406352411
2857,2023,WRAP,Wrap Technologies Inc,45,3.680103616,0.303455383,0.24408729,0.594908688,0.060507799,1,0.6158205246095807
2867,2023,XGN,Exagen Inc,35,6.341052296,0.710625308,0.525734699,-0.212026722,0.040537214,1,0.36609946581139363
2868,2023,XMTR,Xometry Inc,20,5.594851622,0.603992248,0.506531183,0.105020156,0.056513777,1,0.30897318527851786
2869,2023,XNCR,Xencor Inc,35,10.90190713,0.181221049,0.139498189,-0.200756385,0.023426223,1,0.5568900629016279
2870,2023,XOMA,XOMA Royalty Corp,35,5.221040981,0.033684548,0.132059694,-0.008611455,0.038189294,1,1.0
2873,2023,XPON,Expion360 Inc,20,5.36,0.453963684,0.361457484,0.933129296,0.07124644,1,0.5298344606670724
2879,2023,YMAB,Y-mAbs Therapeutics Inc,35,4.838921086,0.687939783,0.219000668,0.349162425,0.05244675,1,0.4853051741058758
2889,2023,ZVRA,Zevra Therapeutics Inc,35,6.503580555,0.143447401,0.371699698,0.368743093,0.038278894,1,0.6173987464917106
2900,2022,ACAD,ACADIA Pharmaceuticals Inc,35,4.921112993,0.805633892,0.273033867,-0.426597002,0.045147353,1,0.4034921368546025
2906,2022,ACRS,Aclaris Therapeutics Inc,35,12.05133288,0.091855541,0.185876527,0.076503992,0.04414184,1,0.30942152421732877
2918,2022,ADVM,Adverum Biotechnologies Inc,35,10.1787703,0.016263794,0.323487974,-1.212556515,0.040132721,1,0.4048704315044779
2919,2022,AEHR,Aehr Test Systems,45,4.588503232,0.933053799,0.217539654,-0.15158872,0.061195396,1,0.3209073814748155
2920,2022,AEI,Alset Inc,60,20.9488583,0.036813662,0.037989515,-1.630092693,0.07127209,1,0.2844594129064846
2923,2022,AEVA,Aeva Technologies Inc,45,28.90176655,0.015904568,0.048730722,-1.763168346,0.054760843,1,0.3309893900313872
2927,2022,AGIO,Agios Pharmaceuticals Inc,35,17.79450894,0.007629098,0.102319423,-0.214847165,0.043492768,1,0.40799056894125146
2937,2022,AKYA,Akoya Biosciences Inc,35,3.995083398,0.377922315,0.466885503,-0.447415043,0.047183719,1,0.4544003635651853
2945,2022,ALKT,Alkami Technology Inc,45,8.261221739,0.41472214,0.267741001,-0.36180231,0.037658554,1,0.26461718842643084
2946,2022,ALLO,Allogene Therapeutics Inc,35,11.31316543,0.000188616,0.136756145,-0.888237953,0.049270338,1,0.8925004466372023
2949,2022,ALT,Altimmune Inc,35,11.96839685,0.015442453,0.088566118,0.554310802,0.062143638,1,0.41226015665199217
2952,2022,AMD,Advanced Micro Devices Inc,45,2.261583844,0.425405433,0.196163934,-0.841391571,0.038519407,1,0.7574868654878166
2956,2022,AMLX,Amylyx Pharmaceuticals Inc,35,7.232440212,0.001754085,0.153532003,0.71531258,0.072387771,1,0.4692388474450076
2957,2022,AMPG,AmpliTech Group Inc,45,7.680915905,0.492555754,0.194792824,-0.647300894,0.043986259,1,0.2206352092860849
2967,2022,ANAB,AnaptysBio Inc,35,25.64037806,0.007211137,0.490442433,-0.148186279,0.036133975,1,0.47723117007403826
2970,2022,ANIK,Anika Therapeutics Inc,35,5.947117349,0.438143978,0.177977398,-0.210633202,0.027341637,1,0.705134515546858
2973,2022,AOUT,American Outdoor Brands Inc,25,6.037205195,0.734280034,0.239924483,-0.692148655,0.034053327,1,0.40401663184061903
2977,2022,APLS,Apellis Pharmaceuticals Inc,35,7.456946407,0.115858303,0.666223931,0.05853579,0.042010537,1,0.3872146941548807
2984,2022,AQMS,Aqua Metals Inc,20,3.281458252,0.005335866,0.214105376,-0.12044618,0.055576608,1,0.6665620482340888
2994,2022,ARQT,Arcutis Biotherapeutics Inc,35,11.87285384,0.001833541,0.356613614,-0.43169469,0.041939387,1,0.39369838716762806
2998,2022,ARVN,Arvinas Inc,35,5.791959288,0.082406869,0.518712253,-0.868943571,0.045356373,1,0.36321068560875186
2999,2022,ARWR,Arrowhead Pharmaceuticals Inc,35,2.918970112,0.346955645,0.395410578,-0.545284203,0.042841524,1,0.6363420440865728
3004,2022,ASTC,Astrotech Corp,45,23.24851268,0.012647388,0.047901983,-0.811930739,0.033937461,1,0.6849600674995002
3007,2022,ASTS,AST SpaceMobile Inc,50,12.17300627,0.049200628,0.217747448,-0.533796278,0.060706713,1,0.21850954008892728
3012,2022,ATEX,Anterix Inc,50,7.381628528,0.005349631,0.334921716,-0.616117802,0.023835432,1,1.0
3014,2022,ATOM,Atomera Inc,45,9.303206191,0.011923116,0.225179282,-1.182358326,0.052566732,1,0.28526409625928895
3027,2022,AWRE,Aware Inc,45,6.560056706,0.332651699,0.140848009,-0.629777556,0.036262625,1,0.3751385916240336
3030,2022,AXTI,AXT Inc,45,2.848463113,0.436350018,0.182255157,-0.725716028,0.038239275,1,0.6722153699016903
3031,2022,AYRO,Ayro Inc,25,23.38393242,0.045670191,0.052865104,-1.515705458,0.045882766,1,0.37627407540324903
3032,2022,AZTA,Azenta Inc,35,10.66748501,0.200698962,0.094920457,-0.578333322,0.036087013,1,0.28321775166480984
3035,2022,BASE,Couchbase Inc,45,2.832970793,0.564386889,0.350988386,-0.62043049,0.050390274,1,0.5096661432201247
3041,2022,BCAB,BioAtla Inc,35,9.982706096,0.001001284,0.201899777,-0.82257931,0.080443271,1,0.19280482239061641
3042,2022,BCDA,BioCardia Inc,35,2.816124765,0.108156643,0.416872436,0.049029427,0.051129192,1,0.754555525773925
3046,2022,BEAM,Beam Therapeutics Inc,35,5.435200426,0.064567593,0.443438053,-0.742290406,0.056049782,1,0.3023487886450189
3061,2022,BLFS,Biolife Solutions Inc,35,3.42212718,0.30115844,0.13467456,-0.717303583,0.058336491,1,0.35748725796282177
3066,2022,BMBL,Bumble Inc,50,2.537226998,0.229692558,0.33503017,-0.512154973,0.053598045,1,0.541451682006256
3069,2022,BNGO,Bionano Genomics Inc,35,9.31495383,0.075557381,0.113662945,-0.794045702,0.062517083,1,0.21039778906319048
3070,2022,BOLT,Bolt Biotherapeutics Inc,35,8.88572456,0.017609074,0.201893176,-1.310409679,0.050385406,1,0.2978916166013629
3073,2022,BPMC,Blueprint Medicines Corp,35,5.508506425,0.215819292,0.357863573,-0.921345258,0.039817245,1,0.361603415467793
3078,2022,BRTX,BioRestorative Therapies Inc,35,34.84706418,0.00599507,0.042002651,-0.425861745,0.054874031,1,0.3973605619658772
3083,2022,BTAI,BioXcel Therapeutics Inc,35,12.24349988,0.000580793,0.250760701,-0.060953209,0.054033441,1,0.34938008028528106
3084,2022,BTBD,BT Brands Inc,25,8.727966102,0.742606472,0.308545251,-0.528179635,0.072747711,1,0.12021366865898911
3089,2022,BYRN,Byrna Technologies Inc,20,6.324033255,0.663198191,0.153639404,-0.550095386,0.03895629,1,0.34451846309896134
3114,2022,CERT,Certara Inc,35,3.437678697,0.21519081,0.30454548,-0.580987696,0.040676451,1,0.585443925171042
3116,2022,CEVA,CEVA Inc,45,5.380010009,0.389601853,0.154232659,-0.576121252,0.032068877,1,0.5431555446084101
3128,2022,CLIR,ClearSign Technologies Corp,20,10.9399454,0.036639446,0.107398163,-0.980829253,0.055628494,1,0.2786341159835709
3129,2022,CLNE,Clean Energy Fuels Corp,10,3.106549735,0.423142743,0.216048334,-0.229278571,0.046218307,1,0.668173360846183
3132,2022,CLRO,ClearOne Inc,45,3.498991279,0.46146343,0.169114659,0.156345998,0.056750235,1,0.5160648063732818
3133,2022,CLSD,Clearside Biomedical Inc,35,8.366988088,0.645347747,0.313925015,-0.944461644,0.051617912,1,0.17756470516396924
3144,2022,CODX,Co-Diagnostic Inc,35,11.9159517,0.332687367,0.122309601,-1.306830242,0.045519879,1,0.18820007300182423
3151,2022,CORT,Corcept Therapeutics Inc,35,7.375815572,0.827737526,0.11563426,-0.001476049,0.028148438,1,0.533573744021315
3157,2022,CPRX,Catalyst Pharmaceutical Inc,35,8.109285653,0.706811662,0.135459181,0.988745821,0.037340792,1,0.9289660638890767
3160,2022,CRBU,Caribou Bioscience Inc,35,12.881151,0.029775077,0.162078449,-0.891789131,0.054182405,1,0.26206882499240564
3161,2022,CRDF,Cardiff Oncology Inc,35,17.66676684,0.002876904,0.072538812,-1.524502292,0.071711,1,0.24899132241421404
3165,2022,CRNX,Crinetics Pharmaceuticals Inc,35,16.88364414,0.013698979,0.079406995,-0.436314062,0.042384566,1,0.43084706818934926
3174,2022,CSGP,CoStar Group Inc,60,12.47579401,0.279864464,0.203058908,-0.019985262,0.027665767,1,0.4059013199972346
3177,2022,CSTL,Castle Biosciences Inc,35,10.45072174,0.271480506,0.099287073,-0.661864278,0.053492442,1,0.15971219445664414
3181,2022,CTHR,Charles & Colvard Ltd,25,5.254812728,0.583614129,0.143350956,-1.25624123,0.03045382,1,0.6122322771416967
3182,2022,CTKB,Cytek Biosciences Inc,35,10.9991616,0.318537719,0.154964003,-0.524444508,0.038371889,1,0.23462463299856817
3193,2022,CVRX,CVRx Inc,35,21.29998062,0.135955205,0.052754293,0.394355418,0.047369349,1,0.48262323315974626
3196,2022,CXDO,Crexendo Inc,45,1.194973404,0.459772523,0.136132374,-0.923914931,0.045452827,1,1.0
3198,2022,CYRX,Cryoport Inc,35,15.09516467,0.218377128,0.444274103,-1.184534375,0.054212812,1,0.1634966357291166
3199,2022,CYTK,Cytokinetics Inc,35,9.380466307,0.167244623,0.871501022,-0.003920726,0.040476863,1,0.2894099778567045
3203,2022,DARE,Dare Bioscience Inc,35,2.823510575,0.193457275,0.37605676,-0.923493637,0.035404154,1,0.6786810710260536
3205,2022,DATS,DatChat Inc,45,35.69598765,0.002535169,0.033783877,-2.601339212,0.066765724,1,0.5036641702007097
3214,2022,DH,Definitive Healthcare Corp,35,3.401947768,0.098051091,0.298057937,-0.940561593,0.045738133,1,0.45256679446833514
3215,2022,DIBS,1stdibs.com Inc,25,5.403673741,0.493428506,0.244971969,-0.867894238,0.045251002,1,0.3196069838272993
3217,2022,DJCO,Daily Journal Corp,45,9.204735417,0.152204913,0.439013384,-0.350026431,0.024544386,1,0.5879989835218506
3223,2022,DNLI,Denali Therapeutics Inc,35,2.897677333,0.084417268,0.318225166,-0.530480205,0.04429939,1,0.6178287838208321
3230,2022,DRIO,DarioHealth Corp,35,5.213277162,0.218595903,0.210346195,-1.156851733,0.050200829,1,0.284334532465113
3234,2022,DSP,Viant Technology Inc,45,4.294388031,0.602535003,0.268152325,-0.915295213,0.042325156,1,0.41980180972340053
3237,2022,DUOL,Duolingo Inc,25,4.630871076,0.490746299,0.240803805,-0.390117642,0.049282437,1,0.38829839930305204
3239,2022,DWSN,Dawson Geophysical Co,10,4.92934181,0.676765168,0.17792025,-0.172923738,0.052010973,1,0.36813998195368636
3243,2022,DYAI,Dyadic International Inc,35,6.798052331,0.138368087,0.156535817,-1.363682887,0.041753359,1,0.3517787965939311
3248,2022,EDIT,Editas Medicine Inc,35,11.67416423,0.042521036,0.193119617,-1.136227325,0.054214445,1,0.2552963778598758
3253,2022,EKSO,Ekso Bionics Holdings Inc,35,6.548309936,0.310253465,0.243542159,-0.837647583,0.042127205,1,0.2750942452440148
3254,2022,ELSE,Electro-Sensors Inc,45,14.46990346,0.644872529,0.063323546,-0.370953089,0.028793989,1,0.3394861378890204
3258,2022,ENTA,Enanta Pharmaceuticals Inc,35,10.45069903,0.211643071,0.140254655,-0.465668147,0.034298218,1,0.2922015918217905
3260,2022,ENVX,Enovix Corp,20,21.43532455,0.01051413,0.210671565,-0.780828243,0.067291821,1,0.2085046776442478
3270,2022,EVGO,EVgo Inc,25,6.969286412,0.04638899,0.258307417,-0.865350643,0.052200604,1,0.2951451413144844
3271,2022,EVLV,Evolv Technologies Holdings Inc,45,9.884710194,0.119820831,0.2094741,-0.610688458,0.071055087,1,0.15536156829426284
3274,2022,EVTV,Envirotech Vehicles Inc,25,16.57078696,0.044964948,0.017577207,-0.795686722,0.061268515,1,1.0
3286,2022,EYEN,Eyenovia Inc,35,2.411524389,0.288064065,0.321601924,-0.895211301,0.044598109,1,0.5730817770022555
3294,2022,FCEL,FuelCell Energy Inc,20,6.763170163,0.143786795,0.197222142,-0.731952701,0.054688783,1,0.24564142280900234
3295,2022,FCUV,Focus Universal Inc,45,8.29216152,0.036522366,0.095150374,-0.363515769,0.058111239,1,0.35966057705286564
3296,2022,FDMT,4D Molecular Therapeutics Inc,35,17.36964704,0.006259151,0.097017629,-0.01917563,0.058217784,1,0.30117081106159915
3299,2022,FEMY,Femasys Inc,35,12.2882664,0.050461121,0.087299384,-1.489151775,0.071151059,1,0.21124252540723518
3308,2022,FLGT,Fulgent Genetics Inc,35,5.762413719,0.572323733,0.096366305,-1.171656325,0.033420229,1,0.522396948227436
3319,2022,FORM,FormFactor Inc,45,3.404161455,0.759930568,0.203145181,-0.743157658,0.037835255,1,0.6024113213756966
3324,2022,FRPT,Freshpet Inc,30,3.167656306,0.548550485,0.122324002,-0.588355009,0.041955931,1,0.5954117616961851
3325,2022,FRSH,Freshworks Inc,45,5.519064505,0.335045574,0.200538357,-0.554845792,0.051039803,1,0.29858234349922247
3330,2022,FTEK,Fuel Tech Inc,20,10.13517842,0.531686786,0.088948814,-0.125626268,0.034102321,1,0.294138452237588
3332,2022,FULC,Fulcrum Therapeutics Inc,35,11.14344544,0.047713089,0.128486918,-0.895190514,0.063700022,1,0.20755148601044357
3338,2022,GANX,Gain Therapeutics Inc,35,8.565049614,0.005350877,0.149663743,-0.55274603,0.046887749,1,0.3401991198161869
3341,2022,GDYN,Grid Dynamics Holdings Inc,45,7.22433718,0.987452939,0.132218391,-1.256321663,0.051627698,1,0.2136915156269549
3342,2022,GEOS,Geospace Technologies Corp,10,4.74863388,0.597039985,0.099284741,-0.524476172,0.039632676,1,0.47940953007954323
3349,2022,GLYC,GlycoMimetics Inc,35,6.862467306,0.001253297,0.146009157,0.651137772,0.056879114,1,1.0
3360,2022,GSIT,GSI Technology Inc,45,6.57698294,0.467099965,0.153541357,-0.977934863,0.036296906,1,0.3623267156178811
3363,2022,GTLB,GitLab Inc,45,4.283497167,0.342720859,0.262891006,-0.572733624,0.064740966,1,0.2835842683886394
3365,2022,GURE,Gulf Resources Inc,15,5.528487847,0.221153947,0.095238288,-0.337396461,0.029832374,1,0.7138447420335889
3375,2022,HCWB,HCW Biologics Inc,35,19.74669082,0.105908518,0.068493151,-0.213172385,0.045435006,1,0.35502687089423896
3410,2022,IAS,Integral Ad Science Holding Corp,50,3.429700651,0.345407395,0.318426572,-0.935446234,0.040543315,1,0.5123931620893911
3412,2022,ICCC,ImmuCell Corp,35,6.758160237,0.438047191,0.287898186,-0.294625091,0.033187405,1,0.41083230838717516
3418,2022,IDYA,IDEAYA Biosciences Inc,35,6.078157071,0.133960277,0.17517433,-0.279114949,0.050831828,1,0.31782012178357916
3420,2022,IGMS,IGM Biosciences Inc,35,10.6339434,0.001660511,0.313274382,-0.558355202,0.073922258,1,0.19109397830945207
3425,2022,IKT,Inhibikase Therapeutics Inc,35,8.848918634,0.00172903,0.11412297,-1.19392243,0.062722244,1,0.36320363323213456
3428,2022,IMMR,Immersion Corp,45,8.523802164,0.222594696,0.191101685,0.180332151,0.032134943,1,0.49250523570836685
3430,2022,INDI,indie Semiconductor Inc,45,4.420195257,0.211910853,0.344555861,-0.695716752,0.045939425,1,0.4022769823069454
3431,2022,INGN,Inogen Inc,35,5.19672823,0.768056427,0.245769211,-0.551976364,0.030435808,1,0.6003167987134733
3432,2022,INMB,INmune Bio Inc,35,17.70766478,0.004809965,0.208798957,-0.522429893,0.049739444,1,0.3082453563405897
3449,2022,IPGP,IPG Photonics Corp,45,7.40311911,0.475713212,0.130613117,-0.607565594,0.027837867,1,0.4682481500293546
3450,2022,IPSC,Century Therapeutics Inc,35,15.54867781,0.00920858,0.276060055,-1.132470504,0.047205796,1,0.32709438834753796
3452,2022,IPWR,Ideal Power Inc,20,33.53059613,0.013318957,0.075146403,-0.185432006,0.048616124,1,0.40441500890455295
3455,2022,IRMD,iRadimed Corp,35,11.36967035,0.648066928,0.1292933,-0.503473014,0.038374252,1,0.2346397999498316
3458,2022,ISRG,Intuitive Surgical Inc,35,5.188784687,0.451510533,0.118720871,-0.305054299,0.027903675,1,0.7873378427688372
3459,2022,ISSC,Innovative Solutions and Support Inc,20,7.15786802,0.897897752,0.113960524,0.224167143,0.032218677,1,0.5864435857289723
3460,2022,ITOS,iTeos Therapeutics Inc,35,4.714231447,0.546000817,0.263541566,-0.887724761,0.044637633,1,0.36875994318551236
3466,2022,JANX,Janux Therapeutics Inc,35,26.42828645,0.01956355,0.074066174,-0.429719312,0.050440866,1,0.3440814509058189
3476,2022,KAVL,Kaival Brands Innovations Group Inc,25,5.724290221,0.59871446,0.211948219,0.213998378,0.09486306,1,0.18250447032511835
3482,2022,KIDS,OrthoPediatrics Corp,35,5.143080633,0.339928447,0.230778971,-0.424989695,0.034855164,1,0.5409927969373692
3488,2022,KOSS,Koss Corp,25,8.691434071,0.516596671,0.226660445,-0.872096104,0.054924984,1,0.16315657127892966
3490,2022,KRMD,KORU Medical Systems Inc,35,6.212596954,0.636828223,0.196840705,0.121993522,0.040928521,1,0.4316587700305973
3491,2022,KROS,Keros Therapeutics Inc,35,18.83999049,0.08250791,0.052292482,-0.212003009,0.043349511,1,0.4603590536613388
3498,2022,KYMR,Kymera Therapeutics Inc,35,4.94971419,0.078875676,0.228097979,-0.952177533,0.056436957,1,0.2972071266769394
3499,2022,LAKE,Lakeland Industries Inc,25,8.74550034,0.788476956,0.127558747,-0.493228225,0.020600625,1,0.6016263554663948
3502,2022,LASR,nLIGHT Inc,45,6.354543927,0.697199285,0.184863342,-0.911545712,0.041657422,1,0.30039923166691634
3518,2022,LGND,Ligand Pharmaceuticals Inc,35,3.111071238,0.192805343,0.286257908,-0.347401574,0.037103628,1,0.8460546522412214
3523,2022,LINK,Interlink Electronics,45,13.97848306,0.55147329,0.071937688,-0.155200485,0.023328937,1,0.47829977520160555
3527,2022,LMAT,LeMaitre Vascular Inc,35,6.706111086,0.539972091,0.13104098,-0.101892176,0.025383896,1,0.6910605247641524
3529,2022,LMFA,LM Funding America Inc,45,22.41975052,0.014551054,0.021125974,-2.183442414,0.062059459,1,1.0
3531,2022,LNSR,LENSAR Inc,35,4.021234594,0.605131834,0.200149835,-0.723099474,0.030695835,1,0.715364492311805
3538,2022,LPCN,Lipocine Inc,35,13.27311706,0.365123306,0.089068425,-1.007481037,0.041589152,1,0.2081008793711936
3541,2022,LQDA,Liquidia Corp,35,11.31043919,0.120199432,0.307491327,0.214546398,0.06562837,1,0.18916898231560644
3548,2022,LUCD,Lucid Diagnostics Inc,35,4.877531153,0.011033217,0.194458005,-1.348836744,0.043987184,1,0.6000030336057518
3553,2022,LXRX,Lexicon Pharmaceuticals Inc,35,4.995192308,0.000866405,0.270242264,-0.71130596,0.057857771,1,0.4735981027601258
3554,2022,LYEL,Lyell Immunopharma Inc,35,13.62123813,0.037269927,0.166572823,-0.797065713,0.053992626,1,0.2586715547428229
3556,2022,LYRA,Lyra Therapeutics Inc,35,5.015041212,0.018458389,0.269159251,-0.39907531,0.055056897,1,0.38299200307002096
3563,2022,MASS,908 Devices Inc,45,15.21037263,0.202497402,0.187807911,-1.238031865,0.060262548,1,0.1513778057501178
3597,2022,MNOV,Medicinova Inc,35,18.3357551,0.049599263,0.052703882,-0.304611148,0.028538731,1,0.8474591891923579
